TIPO_PRODUTO;NOME_PRODUTO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;CLASSE_TERAPEUTICA;CNPJ LABORATORIO;LABORATORIO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO
MEDICAMENTO;AURA;SIMILAR;178170991;CEFALOSPORINAS;61082426000207;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;ATIVO;AXETILCEFUROXIMA
MEDICAMENTO;Florbetaben (18F);RADIOFÁRMACO;;;88630413000109;UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA;ATIVO;
MEDICAMENTO;Gallium-68;RADIOFÁRMACO;;;09240065000340;R2 SOLUÇÕES EM RADIOFARMÁCIA;ATIVO;OCTREOTIDA NOTA ALUMÍNIO (18 F)
MEDICAMENTO;Ginkgo biloba MCG;FITOTERÁPICO;170420014;VASODILATADORES;18755529000180;MCG INDUSTRIA FARMACEUTICA E IMPORTAÇAO LTDA;ATIVO;GINKGO BILOBA L.
MEDICAMENTO;PIB (11C);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;60448040000122;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP;ATIVO;PIBENZOTIAZOL (11 C)
MEDICAMENTO;PSMA - 1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;14864868000144;IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA11 (68Ga);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;60448040000122;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP;ATIVO;GÁLIO (68 GA)
MEDICAMENTO;VÉSPER SL;SIMILAR;100330228;HIPNÓTICOS E SEDATIVOS EM ASSOCIAÇÃO, EXCLUINDO BARBITÚRICOS;61230314000175;LIBBS FARMACÊUTICA LTDA;ATIVO;HEMITARTARATO DE ZOLPIDEM
MEDICAMENTO;etoricoxibe;GENÉRICO;100290226;ANTINFLAMATORIOS ANTIREUMATICOS;45987013000134;ORGANON FARMACEUTICA LTDA.;ATIVO;ETORICOXIBE
MEDICAMENTO;mesilato de eribulina;GENÉRICO;182610024;OUTROS ANTINEOPLASICOS;08157293000127;NATCOFARMA DO BRASIL LTDA;ATIVO;MESILATO DE ERIBULINA
MEDICAMENTO;minoxidil;GENÉRICO;115600266;ANTIALOPECIA;17562075000169;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;ATIVO;MINOXIDIL
MEDICAMENTO;sulfametoxazol + trimetoprima;GENÉRICO;144930084;TRIMETOPRIMA EM ASSOCIACAO COM SULFAS;01858973000129;AIRELA INDÚSTRIA FARMACÊUTICA LTDA.;ATIVO;SULFAMETOXAZOL +  TRIMETOPRIMA
MEDICAMENTO;18F - PSMA - 1007;RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;10862313000102;CMR SALVADOR PHARMA LTDA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;18F-PSMA1007;RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;08820007000161;CMR CAMPINAS PHARMA LTDA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;AR SINTÉTICO MEDICINAL;GASES MEDICI;;;03081556000148;OXIGUACU INDUSTRIA E COMERCIO DE GASES LTDA;ATIVO;NITROGÊNIO +  OXIGÊNIO
MEDICAMENTO;Florbetaben (18F);RADIOFÁRMACO;;;88630413000109;UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA;ATIVO;
MEDICAMENTO;Gallium-68;RADIOFÁRMACO;;;09240065000340;R2 SOLUÇÕES EM RADIOFARMÁCIA;ATIVO;OCTREOTIDA NOTA ALUMÍNIO (18 F)
MEDICAMENTO;NO_PRODUTO;;;;08944601000245;VILLAS BOAS RADIOFÁRMACOS BRASIL S/A;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;OXIGÊNIO;GASES MEDICI;;;03081556000148;OXIGUACU INDUSTRIA E COMERCIO DE GASES LTDA;ATIVO;OXIGÊNIO
MEDICAMENTO;Octreotato Tetraxetana (68 Ga);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;60448040000122;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP;ATIVO;OCTREOTATO TETRAXETANA (68 GA)
MEDICAMENTO;PIB (11C);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;60448040000122;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP;ATIVO;PIBENZOTIAZOL (11 C)
MEDICAMENTO;PSMA - 1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;14864868000144;IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA - 1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;00402552001289;COMISSÃO NACIONAL DE ENERGIA NUCLEAR;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA 1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;08944601000164;VILLAS BOAS RADIOFÁRMACOS BRASIL S/A;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA 1007 (F18);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;14864868000497;IBF INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A;ATIVO;
MEDICAMENTO;PSMA-1007;RADIOFÁRMACO;;AGENTES DIAGNOSTICOS NAO RADIOATIVOS;88630413000109;UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA-1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;09240065000340;R2 SOLUÇÕES EM RADIOFARMÁCIA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA11 (68Ga);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;60448040000122;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP;ATIVO;GÁLIO (68 GA)
MEDICAMENTO;Radiofes;RADIOFÁRMACO;;;00402552001289;COMISSÃO NACIONAL DE ENERGIA NUCLEAR;ATIVO;FLUORESTRADIOL (18 F)
MEDICAMENTO;flouroestradiol (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;08820007000161;CMR CAMPINAS PHARMA LTDA;ATIVO;
MEDICAMENTO;18F - PSMA - 1007;RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;10862313000102;CMR SALVADOR PHARMA LTDA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;18F-PSMA1007;RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;08820007000161;CMR CAMPINAS PHARMA LTDA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;AR SINTÉTICO MEDICINAL;GASES MEDICI;;;03081556000148;OXIGUACU INDUSTRIA E COMERCIO DE GASES LTDA;ATIVO;NITROGÊNIO +  OXIGÊNIO
MEDICAMENTO;Florbetaben (18F);RADIOFÁRMACO;;;88630413000109;UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA;ATIVO;
MEDICAMENTO;Gallium-68;RADIOFÁRMACO;;;09240065000340;R2 SOLUÇÕES EM RADIOFARMÁCIA;ATIVO;OCTREOTIDA NOTA ALUMÍNIO (18 F)
MEDICAMENTO;NO_PRODUTO;;;;08944601000245;VILLAS BOAS RADIOFÁRMACOS BRASIL S/A;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;OXIGÊNIO;GASES MEDICI;;;03081556000148;OXIGUACU INDUSTRIA E COMERCIO DE GASES LTDA;ATIVO;OXIGÊNIO
MEDICAMENTO;Octreotato Tetraxetana (68 Ga);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;60448040000122;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP;ATIVO;OCTREOTATO TETRAXETANA (68 GA)
MEDICAMENTO;PIB (11C);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;60448040000122;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP;ATIVO;PIBENZOTIAZOL (11 C)
MEDICAMENTO;PSMA - 1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;14864868000144;IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA - 1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;00402552001289;COMISSÃO NACIONAL DE ENERGIA NUCLEAR;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA 1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;08944601000164;VILLAS BOAS RADIOFÁRMACOS BRASIL S/A;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA 1007 (F18);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;14864868000497;IBF INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A;ATIVO;
MEDICAMENTO;PSMA-1007;RADIOFÁRMACO;;AGENTES DIAGNOSTICOS NAO RADIOATIVOS;88630413000109;UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA-1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;09240065000340;R2 SOLUÇÕES EM RADIOFARMÁCIA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA11 (68Ga);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;60448040000122;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP;ATIVO;GÁLIO (68 GA)
MEDICAMENTO;Radiofes;RADIOFÁRMACO;;;00402552001289;COMISSÃO NACIONAL DE ENERGIA NUCLEAR;ATIVO;FLUORESTRADIOL (18 F)
MEDICAMENTO;flouroestradiol (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;08820007000161;CMR CAMPINAS PHARMA LTDA;ATIVO;
MEDICAMENTO;18F - PSMA - 1007;RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;10862313000102;CMR SALVADOR PHARMA LTDA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;18F-PSMA1007;RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;08820007000161;CMR CAMPINAS PHARMA LTDA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;AR SINTÉTICO MEDICINAL;GASES MEDICI;;;03081556000148;OXIGUACU INDUSTRIA E COMERCIO DE GASES LTDA;ATIVO;NITROGÊNIO +  OXIGÊNIO
MEDICAMENTO;Florbetaben (18F);RADIOFÁRMACO;;;88630413000109;UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA;ATIVO;
MEDICAMENTO;Gallium-68;RADIOFÁRMACO;;;09240065000340;R2 SOLUÇÕES EM RADIOFARMÁCIA;ATIVO;OCTREOTIDA NOTA ALUMÍNIO (18 F)
MEDICAMENTO;NO_PRODUTO;;;;08944601000245;VILLAS BOAS RADIOFÁRMACOS BRASIL S/A;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;OXIGÊNIO;GASES MEDICI;;;03081556000148;OXIGUACU INDUSTRIA E COMERCIO DE GASES LTDA;ATIVO;OXIGÊNIO
MEDICAMENTO;Octreotato Tetraxetana (68 Ga);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;60448040000122;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP;ATIVO;OCTREOTATO TETRAXETANA (68 GA)
MEDICAMENTO;PIB (11C);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;60448040000122;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP;ATIVO;PIBENZOTIAZOL (11 C)
MEDICAMENTO;PSMA - 1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;14864868000144;IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA - 1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;00402552001289;COMISSÃO NACIONAL DE ENERGIA NUCLEAR;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA 1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;08944601000164;VILLAS BOAS RADIOFÁRMACOS BRASIL S/A;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA 1007 (F18);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;14864868000497;IBF INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A;ATIVO;
MEDICAMENTO;PSMA-1007;RADIOFÁRMACO;;AGENTES DIAGNOSTICOS NAO RADIOATIVOS;88630413000109;UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA-1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;09240065000340;R2 SOLUÇÕES EM RADIOFARMÁCIA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA11 (68Ga);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;60448040000122;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP;ATIVO;GÁLIO (68 GA)
MEDICAMENTO;Radiofes;RADIOFÁRMACO;;;00402552001289;COMISSÃO NACIONAL DE ENERGIA NUCLEAR;ATIVO;FLUORESTRADIOL (18 F)
MEDICAMENTO;flouroestradiol (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;08820007000161;CMR CAMPINAS PHARMA LTDA;ATIVO;
MEDICAMENTO;18F - PSMA - 1007;RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;10862313000102;CMR SALVADOR PHARMA LTDA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;18F-PSMA1007;RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;08820007000161;CMR CAMPINAS PHARMA LTDA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;AR SINTÉTICO MEDICINAL;GASES MEDICI;;;03081556000148;OXIGUACU INDUSTRIA E COMERCIO DE GASES LTDA;ATIVO;NITROGÊNIO +  OXIGÊNIO
MEDICAMENTO;ATIP;SIMILAR;103720320;ANTIPSICOTICOS;43312503000105;SUPERA FARMA LABORATÓRIOS S.A;ATIVO;HEMIFUMARATO DE QUETIAPINA
MEDICAMENTO;ATROVERAN DIP;SIMILAR;178170994;ANALGESICOS NAO NARCOTICOS;61082426000207;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;ATIVO;DIPIRONA
MEDICAMENTO;AXEMY;SIMILAR;178170992;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;61082426000207;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;ATIVO;AMOXICILINA TRIHIDRATADA +  CLAVULANATO DE POTÁSSIO
MEDICAMENTO;BISINTEX;BIOLÓGICO;105530398;ANTINEOPLASICO;56998701000116;ABBOTT LABORATORIOS DO BRASIL LTDA;ATIVO;TRASTUZUMABE
MEDICAMENTO;COLÍRIO MOURA BRASIL ALIV;SIMILAR;186200022;DESCONGESTIONATES OFTALMICOS;38391432000143;OPELLA HEALTHCARE BRAZIL LTDA;ATIVO;CLORIDRATO DE NAFAZOLINA +  MALEATO DE FENIRAMINA
MEDICAMENTO;ELAHERE;BIOLÓGICO;198600022;OUTROS ANTINEOPLASICOS;15800545000150;ABBVIE FARMACÊUTICA LTDA.;ATIVO;MIRVETUXIMABE SORAVTANSINA
MEDICAMENTO;EVAGEL;SIMILAR;187590016;ESTROGENOS SIMPLES;11082598000393;BESINS HEALTHCARE BRASIL COMERCIAL E DISTRIBUIDORA DE MEDICAMEN;ATIVO;ESTRADIOL HEMI-HIDRATADO
MEDICAMENTO;EVOREL;SIMILAR;104400230;ANALGESICOS NARCOTICOS;33173097000274;CELLERA FARMACEUTICA S.A.;ATIVO;PARACETAMOL +  FOSFATO DE CODEÍNA
MEDICAMENTO;Florbetaben (18F);RADIOFÁRMACO;;;88630413000109;UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA;ATIVO;
MEDICAMENTO;GLICOSE;ESPECÍFICO;117720029;REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL;01784792000103;EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA;ATIVO;GLICOSE ANIDRA
MEDICAMENTO;Gallium-68;RADIOFÁRMACO;;;09240065000340;R2 SOLUÇÕES EM RADIOFARMÁCIA;ATIVO;OCTREOTIDA NOTA ALUMÍNIO (18 F)
MEDICAMENTO;IBRUVE;SIMILAR;196240014;ANALGESICOS NAO NARCOTICOS;43056264000170;KYMBERG FARMACEUTICA DO BRASIL LTDA;ATIVO;IBUPROFENO
MEDICAMENTO;Imaavy;;112363448;IMUNOGLOBULINAS;51780468000187;JANSSEN-CILAG FARMACEUTICA LTDA;ATIVO;NIPOCALIMABE
MEDICAMENTO;LAKESIAMEDICAL;SIMILAR;101910308;ANTIMICOTICOS PARA USO TOPICO;61517397000188;THERASKIN FARMACEUTICA LTDA.;ATIVO;CICLOPIROX +  CICLOPIROX OLAMINA
MEDICAMENTO;NO_PRODUTO;;;;08944601000245;VILLAS BOAS RADIOFÁRMACOS BRASIL S/A;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;OPTINÓVIS;BIOLÓGICO;145310003;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;12320079000117;BIONOVIS S.A. - COMPANHIA BRASILEIRA DE BIOTECNOLOGIA FARMACEUT;ATIVO;RANIBIZUMABE
MEDICAMENTO;OXIGÊNIO;GASES MEDICI;;;03081556000148;OXIGUACU INDUSTRIA E COMERCIO DE GASES LTDA;ATIVO;OXIGÊNIO
MEDICAMENTO;Octreotato Tetraxetana (68 Ga);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;60448040000122;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP;ATIVO;OCTREOTATO TETRAXETANA (68 GA)
MEDICAMENTO;PAVBLU;BIOLÓGICO;102440027;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;18774815000193;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;ATIVO;AFLIBERCEPTE
MEDICAMENTO;PIB (11C);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;60448040000122;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP;ATIVO;PIBENZOTIAZOL (11 C)
MEDICAMENTO;PSMA - 1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;14864868000144;IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA - 1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;00402552001289;COMISSÃO NACIONAL DE ENERGIA NUCLEAR;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA 1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;08944601000164;VILLAS BOAS RADIOFÁRMACOS BRASIL S/A;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA 1007 (F18);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;14864868000497;IBF INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A;ATIVO;
MEDICAMENTO;PSMA-1007;RADIOFÁRMACO;;AGENTES DIAGNOSTICOS NAO RADIOATIVOS;88630413000109;UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA-1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;09240065000340;R2 SOLUÇÕES EM RADIOFARMÁCIA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;PSMA11 (68Ga);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;60448040000122;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP;ATIVO;GÁLIO (68 GA)
MEDICAMENTO;Radiofes;RADIOFÁRMACO;;;00402552001289;COMISSÃO NACIONAL DE ENERGIA NUCLEAR;ATIVO;FLUORESTRADIOL (18 F)
MEDICAMENTO;TORVEXA;SIMILAR;178170993;ANTIALERGICOS;61082426000207;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;ATIVO;DICLORIDRATO DE LEVOCETIRIZINA
MEDICAMENTO;VITAMINA B12;ESPECÍFICO;109740383;MONOVITAMINAS EXCETO VITAMINA K;49475833000106;BIOLAB SANUS FARMACEUTICA LTDA;ATIVO;CLORIDRATO DE HIDROXOCOBALAMINA
MEDICAMENTO;VITAMINAS B1 + B6 + B12;ESPECÍFICO;114620049;PRODUTOS A BASE DE VIT  B 12-ASSOCIACOES MEDICAMENTOSAS;17440261000125;MYRALIS INDUSTRIA FARMACEUTICA LTDA;ATIVO;CIANOCOBALAMINA +  CLORIDRATO DE PIRIDOXINA +  NITRATO DE TIAMINA
MEDICAMENTO;ZIRK;SIMILAR;105730147;ANTIBIOTICOS SISTEMICOS SIMPLES;60659463002992;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ATIVO;AZITROMICINA DI-HIDRATADA
MEDICAMENTO;ZYNLONTA;BIOLÓGICO;139000009;AGENTES ANTINEOPLÁSICOS;21896000000191;PINT PHARMA PRODUTOS MEDICO-HOSPITALARES E FARMACEUTICOS LTDA;ATIVO;LONCASTUXIMABE TESIRINA
MEDICAMENTO;azitromicina;GENÉRICO;105730148;ANTIBIOTICOS SISTEMICOS SIMPLES;60659463002992;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ATIVO;AZITROMICINA DI-HIDRATADA
MEDICAMENTO;cloreto de sódio;ESPECÍFICO;117720028;SOLUCOES ISOSMOTICAS SALINAS SIMPLES;01784792000103;EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA;ATIVO;CLORETO DE SÓDIO
MEDICAMENTO;cloreto de sódio;ESPECÍFICO;155620064;SOLUCOES ISOSMOTICAS SALINAS SIMPLES;05439635000103;ANTIBIÓTICOS DO BRASIL LTDA;ATIVO;CLORETO DE SÓDIO
MEDICAMENTO;cloreto de sódio   + glicose;ESPECÍFICO;162300004;REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL;28224918000133;BDN TRADING LTDA;ATIVO;GLICOSE ANIDRA +  CLORETO DE SÓDIO
MEDICAMENTO;cloreto de sódio  + glicose;ESPECÍFICO;171270002;REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL;44593084000190;VITAMED MEDICAMENTOS E PRODUTOS PARA SAUDE LTDA;ATIVO;GLICOSE ANIDRA +  CLORETO DE SÓDIO
MEDICAMENTO;cloridrato de pazopanibe;GENÉRICO;123520297;ANTINEOPLASICO;73663650000190;RANBAXY FARMACÊUTICA LTDA;ATIVO;CLORIDRATO DE PAZOPANIBE
MEDICAMENTO;flouroestradiol (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;08820007000161;CMR CAMPINAS PHARMA LTDA;ATIVO;
MEDICAMENTO;maleato de dexclorfeniramina + betametasona;GENÉRICO;100431552;ANTI-HISTAMINICOS SISTEMICOS;61190096000192;EUROFARMA LABORATORIOS S.A.;ATIVO;MALEATO DE DEXCLORFENIRAMINA +  BETAMETASONA
MEDICAMENTO;manitol;ESPECÍFICO;162300005;DIURETICOS SIMPLES;28224918000133;BDN TRADING LTDA;ATIVO;MANITOL
MEDICAMENTO;trometamol cetorolaco;GENÉRICO;114620050;ANTINFLAMATORIOS;17440261000125;MYRALIS INDUSTRIA FARMACEUTICA LTDA;ATIVO;TROMETAMOL CETOROLACO 
MEDICAMENTO;18F - PSMA - 1007;RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;10862313000102;CMR SALVADOR PHARMA LTDA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;18F-PSMA1007;RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;08820007000161;CMR CAMPINAS PHARMA LTDA;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;AR SINTÉTICO MEDICINAL;GASES MEDICI;;;03081556000148;OXIGUACU INDUSTRIA E COMERCIO DE GASES LTDA;ATIVO;NITROGÊNIO +  OXIGÊNIO
MEDICAMENTO;Florbetaben (18F);RADIOFÁRMACO;;;88630413000109;UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA;ATIVO;
MEDICAMENTO;Gallium-68;RADIOFÁRMACO;;;09240065000340;R2 SOLUÇÕES EM RADIOFARMÁCIA;ATIVO;OCTREOTIDA NOTA ALUMÍNIO (18 F)
MEDICAMENTO;NO_PRODUTO;;;;08944601000245;VILLAS BOAS RADIOFÁRMACOS BRASIL S/A;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
MEDICAMENTO;OXIGÊNIO;GASES MEDICI;;;03081556000148;OXIGUACU INDUSTRIA E COMERCIO DE GASES LTDA;ATIVO;OXIGÊNIO
MEDICAMENTO;Octreotato Tetraxetana (68 Ga);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;60448040000122;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP;ATIVO;OCTREOTATO TETRAXETANA (68 GA)
MEDICAMENTO;PIB (11C);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;60448040000122;HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP;ATIVO;PIBENZOTIAZOL (11 C)
MEDICAMENTO;PSMA - 1007 (18F);RADIOFÁRMACO;;AGENTES DIAGNOSTICOS RADIOATIVOS;14864868000144;IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.;ATIVO;AMESPRO FLUORNICOTINAMIDA (18 F)
